AURIX TC26x B-Step, 2.5MB FLASH, 2 cores, HSM: no, EMEM: yes, CPU speed: 200.000000MHz
CoreId,CoreArch,PCache[KB],DCache[KB],PSPR[KB],DSPR[KB],LADDR
CPU1	1.6P	16	8	32	120	6
C_MODE,DCACHE,PCACHE,DSECS,DSEC,VECMATH,WORDS,EXEC,CLK,VAR_CLK[ticks],IST,VAR_IST,MCNT1,VAR_MCNT1,MCNT2,VAR_MCNT2,MCNT3,VAR_MCNT3
1,0,0,af000000,DFlash,VecSqrt,512,30,27362.80,601.12,5719.77,167.30,  0.00,  0.00,  0.00,  0.00,1069.57, 22.70
1,0,0,af000000,DFlash,VecSqrt,1024,30,52582.87,743.75,10876.90,207.73,  0.00,  0.00,  0.00,  0.00,2098.50, 27.96
1,0,0,af000000,DFlash,VecSqrt,2048,30,102932.50,849.61,21164.56,236.72,  0.00,  0.00,  0.00,  0.00,4153.13, 31.90
1,0,0,af000000,DFlash,VecSqrt,4096,30,258478.50,785.20,58000.10,219.71,  0.00,  0.00,  0.00,  0.00,9268.07, 29.37
2,0,0,af000000,DFlash,VecSqrt,256,30,14682.53,352.67,3122.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecSqrt,512,30,27366.00,606.01,5719.70,167.10,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecSqrt,1024,30,52585.93,746.78,10876.83,207.58,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecSqrt,2048,30,102964.60,867.57,21172.57,242.41,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecSqrt,4096,30,258479.20,786.70,57999.37,218.37,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,af000000,DFlash,VecSqrt,256,30,14685.80,354.34,3122.57, 99.98,747.90, 21.00,9809.57,256.15,7025.60, 57.08
3,0,0,af000000,DFlash,VecSqrt,512,30,27358.87,594.16,5719.77,167.30,1395.73, 35.20,17839.06,430.27,14086.67, 94.78
3,0,0,af000000,DFlash,VecSqrt,1024,30,52581.19,743.90,10876.90,207.73,2683.60, 43.83,33808.86,539.92,28188.10,118.56
3,0,0,af000000,DFlash,VecSqrt,2048,30,102946.90,850.48,21169.23,238.25,5255.10, 50.56,65686.66,615.02,56379.90,136.90
3,0,0,af000000,DFlash,VecSqrt,4096,30,258509.20,804.14,58008.73,223.88,13442.10, 47.84,178268.90,582.29,111662.80,129.50
0,0,0,af000000,DFlash,VecDivide,256,30,1172.00,  0.00,926.00,  0.00,  6.00,  0.00,265.00,  0.00,  0.00,  0.00
0,0,0,af000000,DFlash,VecDivide,512,30,2196.00,  0.00,1822.00,  0.00,  6.00,  0.00,521.00,  0.00,  0.00,  0.00
0,0,0,af000000,DFlash,VecDivide,1024,30,4244.00,  0.00,3614.00,  0.00,  6.00,  0.00,1033.00,  0.00,  0.00,  0.00
0,0,0,af000000,DFlash,VecDivide,2048,30,8405.63,353.45,7216.57, 99.98, 10.00, 21.54,2059.87, 15.44,  0.00,  0.00
0,0,0,af000000,DFlash,VecDivide,4096,30,16661.97,486.29,14403.13,138.94, 14.00, 29.93,4110.67, 21.20,  0.00,  0.00
1,0,0,af000000,DFlash,VecDivide,256,30,1172.00,  0.00,926.00,  0.00,  0.00,  0.00,  0.00,  0.00,259.00,  0.00
1,0,0,af000000,DFlash,VecDivide,512,30,2196.00,  0.00,1822.00,  0.00,  0.00,  0.00,  0.00,  0.00,515.00,  0.00
1,0,0,af000000,DFlash,VecDivide,1024,30,4244.00,  0.00,3614.00,  0.00,  0.00,  0.00,  0.00,  0.00,1027.00,  0.00
1,0,0,af000000,DFlash,VecDivide,2048,30,8405.73,353.98,7216.57, 99.98,  0.00,  0.00,  0.00,  0.00,2053.60, 14.00
1,0,0,af000000,DFlash,VecDivide,4096,30,16663.33,491.40,14403.13,138.94,  0.00,  0.00,  0.00,  0.00,4104.17, 19.33
2,0,0,af000000,DFlash,VecDivide,256,30,1172.00,  0.00,926.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecDivide,512,30,2196.00,  0.00,1822.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecDivide,1024,30,4244.00,  0.00,3614.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecDivide,2048,30,8405.63,353.45,7216.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,af000000,DFlash,VecDivide,4096,30,16663.97,493.83,14403.20,139.19,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,af000000,DFlash,VecDivide,256,30,1172.00,  0.00,926.00,  0.00,136.00,  0.00,158.00,  0.00,101.00,  0.00
3,0,0,af000000,DFlash,VecDivide,512,30,2196.00,  0.00,1822.00,  0.00,264.00,  0.00,158.00,  0.00,229.00,  0.00
3,0,0,af000000,DFlash,VecDivide,1024,30,4244.00,  0.00,3614.00,  0.00,520.00,  0.00,158.00,  0.00,485.00,  0.00
3,0,0,af000000,DFlash,VecDivide,2048,30,8405.70,353.81,7216.57, 99.98,1035.90, 21.00,207.17,264.77,1006.87, 53.13
3,0,0,af000000,DFlash,VecDivide,4096,30,16661.86,485.92,14403.13,138.94,2063.83, 29.31,254.43,360.83,2040.90, 74.46
0,0,0,60004000,lDSPR,VecSum,256,30,7343.00,  0.00,2081.00,  0.00,262.00,  0.00,776.00,  0.00,  0.00,  0.00
0,0,0,60004000,lDSPR,VecSum,512,30,14577.24,356.68,4147.57, 99.98,522.00, 21.54,1546.90, 15.62,  0.00,  0.00
0,0,0,60004000,lDSPR,VecSum,1024,30,29044.17,591.52,8280.77,167.30,1041.97, 35.90,3088.53, 25.60,  0.00,  0.00
0,0,0,60004000,lDSPR,VecSum,2048,30,57846.90,733.24,16509.90,207.73,2073.90, 44.50,6166.20, 31.75,  0.00,  0.00
0,0,0,60004000,lDSPR,VecSum,4096,30,115381.80,843.56,32947.57,239.77,4133.67, 51.48,12319.17, 36.81,  0.00,  0.00
1,0,0,60004000,lDSPR,VecSum,256,30,7343.00,  0.00,2081.00,  0.00,  0.00,  0.00,  0.00,  0.00,516.00,  0.00
1,0,0,60004000,lDSPR,VecSum,512,30,14576.90,354.88,4147.57, 99.98,  0.00,  0.00,  0.00,  0.00,1030.57, 13.82
1,0,0,60004000,lDSPR,VecSum,1024,30,29043.70,590.11,8280.70,167.10,  0.00,  0.00,  0.00,  0.00,2059.57, 22.70
1,0,0,60004000,lDSPR,VecSum,2048,30,57911.13,784.28,16528.40,222.80,  0.00,  0.00,  0.00,  0.00,4114.93, 29.87
1,0,0,60004000,lDSPR,VecSum,4096,30,115373.90,832.56,32945.50,237.46,  0.00,  0.00,  0.00,  0.00,8215.63, 31.98
2,0,0,60004000,lDSPR,VecSum,256,30,7408.30,351.65,2099.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecSum,512,30,14577.37,357.40,4147.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecSum,1024,30,29044.23,591.71,8280.77,167.30,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecSum,2048,30,57911.73,785.49,16528.47,222.93,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecSum,4096,30,115330.30,826.37,32932.96,234.87,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,lDSPR,VecSum,256,30,7408.83,354.52,2099.57, 99.98,267.90, 21.00,6330.50,255.80, 21.63, 57.26
3,0,0,60004000,lDSPR,VecSum,512,30,14576.17,350.93,4147.57, 99.98,523.90, 21.00,12474.03,253.28, 21.63, 57.26
3,0,0,60004000,lDSPR,VecSum,1024,30,29044.10,591.32,8280.77,167.30,1043.70, 35.10,24857.44,427.32, 42.97, 95.90
3,0,0,60004000,lDSPR,VecSum,2048,30,57911.46,784.96,16528.47,222.93,2079.40, 46.80,49574.39,566.83, 74.90,127.80
3,0,0,60004000,lDSPR,VecSum,4096,30,115382.80,845.31,32947.57,239.77,4135.20, 50.71,98815.23,609.26, 96.80,138.30
0,0,0,60004000,lDSPR,VecMax,256,30,7540.90,354.51,2591.57, 99.98,265.97, 21.36,699.97, 15.43,  0.00,  0.00
0,0,0,60004000,lDSPR,VecMax,512,30,14827.17,356.32,5131.57, 99.98,522.00, 21.54,1388.87, 15.44,  0.00,  0.00
0,0,0,60004000,lDSPR,VecMax,1024,30,29475.10,490.54,10234.13,138.94,1037.97, 29.81,2772.67, 21.20,  0.00,  0.00
0,0,0,60004000,lDSPR,VecMax,2048,30,58873.60,789.55,20468.40,222.80,2077.87, 47.73,5540.20, 34.24,  0.00,  0.00
0,0,0,60004000,lDSPR,VecMax,4096,30,117288.00,846.40,40823.57,239.74,4133.67, 51.48,11058.33, 37.07,  0.00,  0.00
1,0,0,60004000,lDSPR,VecMax,256,30,7540.97,355.24,2591.57, 99.98,  0.00,  0.00,  0.00,  0.00, 65.53, 13.64
1,0,0,60004000,lDSPR,VecMax,512,30,14826.37,352.01,5131.57, 99.98,  0.00,  0.00,  0.00,  0.00,124.57, 13.82
1,0,0,60004000,lDSPR,VecMax,1024,30,29476.50,495.80,10234.20,139.19,  0.00,  0.00,  0.00,  0.00,246.03, 18.83
1,0,0,60004000,lDSPR,VecMax,2048,30,58874.18,790.70,20468.47,222.93,  0.00,  0.00,  0.00,  0.00,492.00, 29.84
1,0,0,60004000,lDSPR,VecMax,4096,30,117276.90,835.14,40820.23,236.37,  0.00,  0.00,  0.00,  0.00,968.43, 31.73
2,0,0,60004000,lDSPR,VecMax,256,30,7540.23,351.29,2591.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecMax,512,30,14827.10,355.96,5131.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecMax,1024,30,29476.47,495.71,10234.20,139.19,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecMax,2048,30,58874.53,791.42,20468.47,222.93,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecMax,4096,30,117271.20,844.66,40818.22,237.24,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,lDSPR,VecMax,256,30,7541.43,357.75,2591.57, 99.98,523.90, 21.00,6168.07,258.85, 21.63, 57.26
3,0,0,60004000,lDSPR,VecMax,512,30,14826.73,353.98,5131.57, 99.98,1035.90, 21.00,12134.40,255.26, 21.67, 57.44
3,0,0,60004000,lDSPR,VecMax,1024,30,29475.03,490.28,10234.13,138.94,2063.80, 29.18,24122.50,353.59, 32.27, 79.57
3,0,0,60004000,lDSPR,VecMax,2048,30,58871.96,786.27,20468.40,222.80,4127.40, 46.80,48169.44,567.37, 74.87,127.73
3,0,0,60004000,lDSPR,VecMax,4096,30,117293.20,853.22,40824.90,241.47,8231.33, 50.88,95998.92,614.44, 97.27,138.92
0,0,0,60004000,lDSPR,VecWave,256,30,28956.40,602.87,9301.70,167.10,7619.50, 40.50,11063.43, 27.06,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWave,512,30,57507.43,805.89,18573.47,222.93,15041.57, 55.16,22080.07, 35.23,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWave,1024,30,114197.00,848.69,37035.22,234.96,29897.40, 58.85,43962.93, 38.36,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWave,2048,30,226788.60,806.24,73871.39,222.21,59369.07, 54.32,87214.16, 36.54,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWave,4096,30,452959.60,1112.46,147599.40,304.91,118713.10, 75.29,174409.30, 51.44,  0.00,  0.00
1,0,0,60004000,lDSPR,VecWave,256,30,28958.37,608.79,9301.77,167.30,  0.00,  0.00,  0.00,  0.00,2058.57, 22.70
1,0,0,60004000,lDSPR,VecWave,512,30,57508.06,807.17,18573.47,222.93,  0.00,  0.00,  0.00,  0.00,4114.07, 30.14
1,0,0,60004000,lDSPR,VecWave,1024,30,114199.40,850.47,37035.90,235.38,  0.00,  0.00,  0.00,  0.00,8214.50, 31.95
1,0,0,60004000,lDSPR,VecWave,2048,30,226780.60,791.47,73869.43,218.50,  0.00,  0.00,  0.00,  0.00,16402.20, 29.57
1,0,0,60004000,lDSPR,VecWave,4096,30,452953.70,1098.88,147598.10,302.73,  0.00,  0.00,  0.00,  0.00,32786.43, 41.47
2,0,0,60004000,lDSPR,VecWave,256,30,28956.37,602.77,9301.70,167.10,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWave,512,30,57509.11,809.26,18573.47,222.93,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWave,1024,30,114223.80,877.71,37042.57,242.43,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWave,2048,30,226779.50,789.96,73868.76,217.35,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWave,4096,30,452950.50,1096.48,147596.80,300.75,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,lDSPR,VecWave,256,30,28957.10,604.99,9301.70,167.10,787.77, 35.30,14533.70,437.11,15363.13,101.09
3,0,0,60004000,lDSPR,VecWave,512,30,57506.64,804.27,18573.40,222.80,1567.43, 46.87,28766.33,582.67,30485.80,136.64
3,0,0,60004000,lDSPR,VecWave,1024,30,114201.60,852.15,37036.57,235.85,3110.63, 50.06,57038.56,615.73,60575.34,145.98
3,0,0,60004000,lDSPR,VecWave,2048,30,226819.10,818.19,73880.00,224.87,6178.40, 48.11,113393.80,586.18,119988.20,143.74
3,0,0,60004000,lDSPR,VecWave,4096,30,452995.70,1159.32,147609.30,319.94,12322.60, 68.48,226300.40,832.26,239903.90,204.36
0,0,0,60004000,lDSPR,VecLUT,256,30,22042.70,359.19,5427.57, 99.98,9479.20, 22.62,8460.87, 15.44,  0.00,  0.00
0,0,0,60004000,lDSPR,VecLUT,512,30,44259.04,680.81,10859.33,189.51,18964.27, 44.04,17173.77, 30.02,  0.00,  0.00
0,0,0,60004000,lDSPR,VecLUT,1024,30,88991.80,810.83,21663.00,226.10,37920.13, 51.93,35102.73, 35.96,  0.00,  0.00
0,0,0,60004000,lDSPR,VecLUT,2048,30,178031.90,793.33,43153.10,219.71,75805.14, 51.30,70939.66, 33.68,  0.00,  0.00
0,0,0,60004000,lDSPR,VecLUT,4096,30,356210.50,973.50,86161.77,267.71,151581.20, 62.15,142619.80, 41.83,  0.00,  0.00
1,0,0,60004000,lDSPR,VecLUT,256,30,22109.77,500.51,5446.13,138.94,  0.00,  0.00,  0.00,  0.00,1545.07, 18.96
1,0,0,60004000,lDSPR,VecLUT,512,30,44258.16,678.60,10859.27,189.34,  0.00,  0.00,  0.00,  0.00,3086.20, 26.02
1,0,0,60004000,lDSPR,VecLUT,1024,30,89075.27,873.89,21686.24,243.42,  0.00,  0.00,  0.00,  0.00,6168.37, 32.95
1,0,0,60004000,lDSPR,VecLUT,2048,30,178023.00,775.62,43151.11,216.22,  0.00,  0.00,  0.00,  0.00,12307.10, 29.48
1,0,0,60004000,lDSPR,VecLUT,4096,30,356201.90,954.74,86160.36,265.13,  0.00,  0.00,  0.00,  0.00,24595.27, 36.18
2,0,0,60004000,lDSPR,VecLUT,256,30,22109.53,499.64,5446.13,138.94,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecLUT,512,30,44261.30,686.60,10859.33,189.51,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecLUT,1024,30,88996.09,817.09,21663.67,226.87,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecLUT,2048,30,178022.70,776.69,43150.43,215.21,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecLUT,4096,30,356199.20,951.86,86159.09,263.09,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,lDSPR,VecLUT,256,30,22110.80,504.38,5446.13,138.94,783.83, 29.31,12814.30,364.06,15903.87, 81.82
3,0,0,60004000,lDSPR,VecLUT,512,30,44258.16,678.60,10859.27,189.34,1559.63, 39.86,25708.73,488.83,32054.13,112.52
3,0,0,60004000,lDSPR,VecLUT,1024,30,89077.50,877.63,21686.90,244.45,3111.77, 51.55,52016.93,631.81,64867.10,144.53
3,0,0,60004000,lDSPR,VecLUT,2048,30,178032.00,791.60,43153.69,220.83,6175.93, 46.55,104145.10,569.59,130381.50,130.38
3,0,0,60004000,lDSPR,VecLUT,4096,30,356245.20,1021.81,86171.66,284.20,12322.50, 61.26,208616.40,727.30,261462.30,175.49
0,0,0,60004000,lDSPR,VecGain,256,30,7421.53,357.74,2864.63,100.34,  9.97, 21.36,1290.93, 15.43,  0.00,  0.00
0,0,0,60004000,lDSPR,VecGain,512,30,14588.17,350.93,5680.57, 99.98, 10.00, 21.54,2570.87, 15.25,  0.00,  0.00
0,0,0,60004000,lDSPR,VecGain,1024,30,29055.30,588.90,11349.70,167.10, 17.97, 35.90,5136.57, 25.59,  0.00,  0.00
0,0,0,60004000,lDSPR,VecGain,2048,30,57923.93,785.89,22669.47,222.93, 29.87, 47.73,10265.07, 34.05,  0.00,  0.00
0,0,0,60004000,lDSPR,VecGain,4096,30,115380.90,829.90,45228.56,235.85, 37.20, 50.91,20510.76, 36.25,  0.00,  0.00
1,0,0,60004000,lDSPR,VecGain,256,30,7355.00,  0.00,2846.00,  0.00,  0.00,  0.00,  0.00,  0.00,771.00,  0.00
1,0,0,60004000,lDSPR,VecGain,512,30,14590.17,361.70,5680.63,100.34,  0.00,  0.00,  0.00,  0.00,1541.57, 13.82
1,0,0,60004000,lDSPR,VecGain,1024,30,29056.04,591.12,11349.77,167.30,  0.00,  0.00,  0.00,  0.00,3082.53, 22.61
1,0,0,60004000,lDSPR,VecGain,2048,30,57924.87,787.76,22669.47,222.93,  0.00,  0.00,  0.00,  0.00,6162.03, 30.07
1,0,0,60004000,lDSPR,VecGain,4096,30,115400.00,852.17,45233.90,241.49,  0.00,  0.00,  0.00,  0.00,12311.00, 32.48
2,0,0,60004000,lDSPR,VecGain,256,30,7420.23,351.29,2864.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecGain,512,30,14588.90,354.88,5680.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecGain,1024,30,29056.30,591.92,11349.70,167.10,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecGain,2048,30,57924.87,787.77,22669.40,222.80,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecGain,4096,30,115394.30,844.84,45231.90,238.99,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,lDSPR,VecGain,256,30,7421.30,357.04,2864.57, 99.98,267.90, 21.00,6088.83,257.96, 21.60, 57.08
3,0,0,60004000,lDSPR,VecGain,512,30,14588.57,353.09,5680.57, 99.98,523.90, 21.00,11976.20,254.55, 21.63, 57.26
3,0,0,60004000,lDSPR,VecGain,1024,30,29054.83,587.50,11349.70,167.10,1043.70, 35.10,23846.10,423.52, 42.97, 95.90
3,0,0,60004000,lDSPR,VecGain,2048,30,57924.67,787.35,22669.47,222.93,2079.40, 46.80,47541.16,568.52, 74.97,127.93
3,0,0,60004000,lDSPR,VecGain,4096,30,115408.00,864.11,45236.53,245.48,4135.73, 51.50,94744.02,624.23, 98.33,140.59
0,0,0,60004000,lDSPR,VecRead,256,30,2219.00,  0.00,1569.00,  0.00,  6.00,  0.00,776.00,  0.00,  0.00,  0.00
0,0,0,60004000,lDSPR,VecRead,512,30,4267.00,  0.00,3105.00,  0.00,  6.00,  0.00,1544.00,  0.00,  0.00,  0.00
0,0,0,60004000,lDSPR,VecRead,1024,30,8429.13,356.14,6195.57, 99.98, 10.00, 21.54,3082.83, 15.26,  0.00,  0.00
0,0,0,60004000,lDSPR,VecRead,2048,30,16686.40,491.66,12358.20,139.19, 14.00, 29.93,6157.73, 21.45,  0.00,  0.00
0,0,0,60004000,lDSPR,VecRead,4096,30,33201.00,667.98,24683.33,189.51, 21.93, 40.62,12307.40, 29.07,  0.00,  0.00
1,0,0,60004000,lDSPR,VecRead,256,30,2219.00,  0.00,1569.00,  0.00,  0.00,  0.00,  0.00,  0.00,260.00,  0.00
1,0,0,60004000,lDSPR,VecRead,512,30,4267.00,  0.00,3105.00,  0.00,  0.00,  0.00,  0.00,  0.00,516.00,  0.00
1,0,0,60004000,lDSPR,VecRead,1024,30,8429.20,356.50,6195.57, 99.98,  0.00,  0.00,  0.00,  0.00,1030.53, 13.64
1,0,0,60004000,lDSPR,VecRead,2048,30,16685.67,488.91,12358.13,138.94,  0.00,  0.00,  0.00,  0.00,2057.03, 18.83
1,0,0,60004000,lDSPR,VecRead,4096,30,33200.20,665.93,24683.26,189.34,  0.00,  0.00,  0.00,  0.00,4109.97, 25.41
2,0,0,60004000,lDSPR,VecRead,256,30,2219.00,  0.00,1569.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecRead,512,30,4267.00,  0.00,3105.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecRead,1024,30,8429.20,356.50,6195.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecRead,2048,30,16687.20,494.65,12358.13,138.94,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecRead,4096,30,33201.94,670.37,24683.26,189.34,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,lDSPR,VecRead,256,30,2219.00,  0.00,1569.00,  0.00,264.00,  0.00,135.00,  0.00, 11.00,  0.00
3,0,0,60004000,lDSPR,VecRead,512,30,4267.00,  0.00,3105.00,  0.00,520.00,  0.00,135.00,  0.00, 11.00,  0.00
3,0,0,60004000,lDSPR,VecRead,1024,30,8429.07,355.78,6195.57, 99.98,1035.90, 21.00,182.80,257.41, 21.67, 57.44
3,0,0,60004000,lDSPR,VecRead,2048,30,16686.46,491.91,12358.20,139.19,2063.83, 29.31,229.90,355.09, 32.27, 79.57
3,0,0,60004000,lDSPR,VecRead,4096,30,33200.87,667.64,24683.33,189.51,4119.60, 39.77,324.17,482.29, 53.53,108.44
0,0,0,60004000,lDSPR,VecWrite,256,30,1963.00,  0.00,1822.00,  0.00,  6.00,  0.00,521.00,  0.00,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWrite,512,30,3755.00,  0.00,3614.00,  0.00,  6.00,  0.00,1033.00,  0.00,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWrite,1024,30,7405.10,355.96,7216.57, 99.98, 10.00, 21.54,2059.83, 15.26,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWrite,2048,30,14572.50,352.73,14384.57, 99.98, 10.00, 21.54,4107.87, 15.44,  0.00,  0.00
0,0,0,60004000,lDSPR,VecWrite,4096,30,29039.30,588.90,28757.70,167.10, 17.97, 35.90,8209.53, 25.60,  0.00,  0.00
1,0,0,60004000,lDSPR,VecWrite,256,30,1963.00,  0.00,1822.00,  0.00,  0.00,  0.00,  0.00,  0.00,516.00,  0.00
1,0,0,60004000,lDSPR,VecWrite,512,30,3755.00,  0.00,3614.00,  0.00,  0.00,  0.00,  0.00,  0.00,1028.00,  0.00
1,0,0,60004000,lDSPR,VecWrite,1024,30,7405.13,356.14,7216.57, 99.98,  0.00,  0.00,  0.00,  0.00,2054.57, 13.82
1,0,0,60004000,lDSPR,VecWrite,2048,30,14572.43,352.37,14384.57, 99.98,  0.00,  0.00,  0.00,  0.00,4102.60, 14.00
1,0,0,60004000,lDSPR,VecWrite,4096,30,29040.04,591.11,28757.70,167.10,  0.00,  0.00,  0.00,  0.00,8203.70, 23.11
2,0,0,60004000,lDSPR,VecWrite,256,30,1963.00,  0.00,1822.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWrite,512,30,3755.00,  0.00,3614.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWrite,1024,30,7405.23,356.68,7216.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWrite,2048,30,14573.13,356.14,14384.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecWrite,4096,30,29040.53,592.63,28757.76,167.30,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,lDSPR,VecWrite,256,30,1963.00,  0.00,1822.00,  0.00,264.00,  0.00,135.00,  0.00, 11.00,  0.00
3,0,0,60004000,lDSPR,VecWrite,512,30,3755.00,  0.00,3614.00,  0.00,520.00,  0.00,135.00,  0.00, 11.00,  0.00
3,0,0,60004000,lDSPR,VecWrite,1024,30,7405.10,355.96,7216.57, 99.98,1035.90, 21.00,182.87,257.77, 21.67, 57.44
3,0,0,60004000,lDSPR,VecWrite,2048,30,14572.37,352.01,14384.57, 99.98,2059.90, 21.00,182.20,254.18, 21.63, 57.26
3,0,0,60004000,lDSPR,VecWrite,4096,30,29039.30,588.90,28757.70,167.10,4115.70, 35.10,276.47,424.40, 42.90, 95.70
0,0,0,60004000,lDSPR,VecPower,256,30,7945.83,354.52,3120.57, 99.98,266.00, 21.54,2058.87, 15.44,  0.00,  0.00
0,0,0,60004000,lDSPR,VecPower,512,30,15626.03,355.60,6192.57, 99.98,522.00, 21.54,4106.90, 15.62,  0.00,  0.00
0,0,0,60004000,lDSPR,VecPower,1024,30,31118.50,595.51,12373.77,167.30,1041.97, 35.90,8208.57, 25.70,  0.00,  0.00
0,0,0,60004000,lDSPR,VecPower,2048,30,62101.83,837.15,24736.03,235.71,2081.83, 50.45,16411.87, 36.01,  0.00,  0.00
0,0,0,60004000,lDSPR,VecPower,4096,30,123615.90,867.52,49331.89,244.45,4134.17, 52.22,32799.57, 37.41,  0.00,  0.00
1,0,0,60004000,lDSPR,VecPower,256,30,7946.77,359.55,3120.57, 99.98,  0.00,  0.00,  0.00,  0.00,1029.57, 13.82
1,0,0,60004000,lDSPR,VecPower,512,30,15625.63,353.45,6192.57, 99.98,  0.00,  0.00,  0.00,  0.00,2053.57, 13.82
1,0,0,60004000,lDSPR,VecPower,1024,30,31117.63,592.90,12373.70,167.10,  0.00,  0.00,  0.00,  0.00,4106.67, 23.01
1,0,0,60004000,lDSPR,VecPower,2048,30,62036.07,792.17,24717.47,222.93,  0.00,  0.00,  0.00,  0.00,8210.03, 30.07
1,0,0,60004000,lDSPR,VecPower,4096,30,123587.60,835.66,49323.89,235.38,  0.00,  0.00,  0.00,  0.00,16406.50, 31.88
2,0,0,60004000,lDSPR,VecPower,256,30,7946.10,355.96,3120.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,lDSPR,VecPower,512,30,15626.63,358.83,6192.57, 99.98,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
