AURIX TC37x A-Step, 6MB FLASH, 3 cores, HSM: yes, EMEM: yes, CPU speed: 300.000000MHz
CoreId,CoreArch,PCache[KB],DCache[KB],PSPR[KB],DSPR[KB],LADDR
CPU0    1.6P    32      16      64      240     7
C_MODE,DCACHE,PCACHE,DSECS,DSEC,VECMATH,WORDS,EXEC,CLK,VAR_CLK[ticks],IST,VAR_IST,MCNT1,VAR_MCNT1,MCNT2,VAR_MCNT2,MCNT3,VAR_MCNT3
0,0,0,60004000,gDSPR,VecWave,2048,30,287630.60,641.27,73880.88,223.82,74861.16,109.16,88849.23, 29.16,  0.00,  0.00
0,0,0,60004000,gDSPR,VecWave,4096,30,574364.70,1053.29,147608.90,299.50,149705.30,141.63,177759.10, 31.37,  0.00,  0.00
1,0,0,60004000,gDSPR,VecWave,256,30,36398.89,544.70,9300.50,163.50,  0.00,  0.00,  0.00,  0.00,2056.40, 22.20
1,0,0,60004000,gDSPR,VecWave,512,30,72615.49,676.07,18552.83,203.11,  0.00,  0.00,  0.00,  0.00,4109.47, 27.88
1,0,0,60004000,gDSPR,VecWave,1024,30,144987.30,782.76,37037.03,234.58,  0.00,  0.00,  0.00,  0.00,8212.23, 31.38
1,0,0,60004000,gDSPR,VecWave,2048,30,287625.40,632.66,73878.80,221.34,  0.00,  0.00,  0.00,  0.00,16401.43, 29.89
1,0,0,60004000,gDSPR,VecWave,4096,30,574351.80,999.67,147607.50,298.19,  0.00,  0.00,  0.00,  0.00,32785.53, 40.05
2,0,0,60004000,gDSPR,VecWave,256,30,36398.80,544.41,9300.57,163.70,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWave,512,30,72616.55,678.37,18552.90,203.26,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWave,1024,30,144974.00,782.40,37032.36,232.27,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWave,2048,30,287565.00,589.05,73860.04,207.09,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWave,4096,30,574329.80,962.00,147606.20,297.37,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecWave,256,30,36399.09,545.09,9300.50,163.50,787.20, 33.60,  0.00,  0.00,17386.23,100.18
3,0,0,60004000,gDSPR,VecWave,512,30,72616.24,677.44,18552.83,203.11,1562.67, 41.74,  0.00,  0.00,34816.99,125.38
3,0,0,60004000,gDSPR,VecWave,1024,30,144978.20,774.44,37034.36,231.83,3109.30, 47.94,  0.00,  0.00,69666.91,146.88
3,0,0,60004000,gDSPR,VecWave,2048,30,287610.20,611.38,73880.21,222.98,6177.63, 46.55,  0.00,  0.00,137090.60,150.38
3,0,0,60004000,gDSPR,VecWave,4096,30,574348.90,1056.39,147608.90,299.62,12321.73, 62.14,  0.00,  0.00,274220.90,179.69
0,0,0,60004000,gDSPR,VecLUT,256,30,24108.66,455.24,5445.40,136.20,7506.07, 66.21,7496.23, 11.38,  0.00,  0.00
0,0,0,60004000,gDSPR,VecLUT,512,30,52072.96,546.02,10839.50,163.50,16986.93, 79.31,17226.07, 14.42,  0.00,  0.00
0,0,0,60004000,gDSPR,VecLUT,1024,30,108122.90,769.43,21664.23,230.63,35964.00,107.83,36688.53, 21.00,  0.00,  0.00
0,0,0,60004000,gDSPR,VecLUT,2048,30,219784.30,768.84,43180.04,230.75,73860.58,109.72,75601.04, 21.03,  0.00,  0.00
0,0,0,60004000,gDSPR,VecLUT,4096,30,442961.10,874.33,86171.21,261.56,149627.80,123.05,153425.00, 26.79,  0.00,  0.00
1,0,0,60004000,gDSPR,VecLUT,256,30,24107.77,451.89,5445.33,135.95,  0.00,  0.00,  0.00,  0.00,1286.83, 18.09
1,0,0,60004000,gDSPR,VecLUT,512,30,52072.80,545.85,10839.50,163.50,  0.00,  0.00,  0.00,  0.00,2569.43, 22.30
1,0,0,60004000,gDSPR,VecLUT,1024,30,108122.40,768.05,21664.24,230.63,  0.00,  0.00,  0.00,  0.00,5139.13, 31.07
1,0,0,60004000,gDSPR,VecLUT,2048,30,219686.60,724.48,43151.66,217.50,  0.00,  0.00,  0.00,  0.00,10256.90, 29.17
1,0,0,60004000,gDSPR,VecLUT,4096,30,442956.80,870.41,86169.87,260.51,  0.00,  0.00,  0.00,  0.00,20498.60, 35.23
2,0,0,60004000,gDSPR,VecLUT,256,30,24108.30,454.14,5445.33,135.95,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecLUT,512,30,52073.30,546.13,10839.50,163.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecLUT,1024,30,108123.40,769.75,21664.23,230.63,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecLUT,2048,30,219747.50,765.17,43169.84,229.91,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecLUT,4096,30,442952.30,876.21,86168.47,261.19,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecLUT,256,30,24108.27,453.88,5445.33,135.95,783.47, 27.94,  0.00,  0.00,12951.47, 84.13
3,0,0,60004000,gDSPR,VecLUT,512,30,52071.87,543.73,10839.57,163.70,1555.20, 33.60,  0.00,  0.00,30113.93, 99.94
3,0,0,60004000,gDSPR,VecLUT,1024,30,108122.50,768.39,21664.24,230.63,3106.17, 47.43,  0.00,  0.00,64463.00,141.93
3,0,0,60004000,gDSPR,VecLUT,2048,30,219686.90,725.12,43151.66,217.50,6174.93, 44.84,  0.00,  0.00,133061.80,134.09
3,0,0,60004000,gDSPR,VecLUT,4096,30,442960.20,874.41,86171.21,261.70,12321.63, 54.21,  0.00,  0.00,270288.60,165.23
0,0,0,60004000,gDSPR,VecGain,256,30,8879.97,  0.71,2846.00,  0.00,  1.00,  0.00,773.23,  0.42,  0.00,  0.00
0,0,0,60004000,gDSPR,VecGain,512,30,17645.23,325.30,5680.17, 97.83,  9.77, 47.21,1542.67,  8.98,  0.00,  0.00
0,0,0,60004000,gDSPR,VecGain,1024,30,35112.80,453.87,11330.33,135.95, 18.43, 65.23,3080.47, 12.97,  0.00,  0.00
0,0,0,60004000,gDSPR,VecGain,2048,30,70111.37,678.00,22648.90,203.26, 44.90, 98.17,6157.77, 19.07,  0.00,  0.00
0,0,0,60004000,gDSPR,VecGain,4096,30,139929.90,795.36,45231.70,238.25, 72.07,115.40,12306.80, 22.21,  0.00,  0.00
1,0,0,60004000,gDSPR,VecGain,256,30,8941.17,329.39,2864.23, 98.19,  0.00,  0.00,  0.00,  0.00,515.50, 13.46
1,0,0,60004000,gDSPR,VecGain,512,30,17645.23,325.48,5680.17, 97.83,  0.00,  0.00,  0.00,  0.00,1027.50, 13.46
1,0,0,60004000,gDSPR,VecGain,1024,30,35112.96,454.76,11330.33,135.95,  0.00,  0.00,  0.00,  0.00,2054.00, 18.71
1,0,0,60004000,gDSPR,VecGain,2048,30,70111.82,679.14,22648.90,203.26,  0.00,  0.00,  0.00,  0.00,4109.33, 27.58
1,0,0,60004000,gDSPR,VecGain,4096,30,139906.80,779.69,45224.36,232.27,  0.00,  0.00,  0.00,  0.00,8211.80, 31.34
2,0,0,60004000,gDSPR,VecGain,256,30,8941.00,329.24,2864.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecGain,512,30,17645.73,327.80,5680.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecGain,1024,30,35113.80,457.88,11330.40,136.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecGain,2048,30,70111.77,678.35,22648.90,203.26,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecGain,4096,30,139933.60,800.53,45232.37,239.28,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecGain,256,30,8940.80,327.98,2864.17, 97.83,267.73, 20.10,  0.00,  0.00,1805.53, 62.67
3,0,0,60004000,gDSPR,VecGain,512,30,17645.63,328.01,5680.17, 97.83,523.73, 20.10,  0.00,  0.00,3598.17, 61.62
3,0,0,60004000,gDSPR,VecGain,1024,30,35052.07,326.81,11312.17, 97.83,1035.73, 20.10,  0.00,  0.00,7180.83, 62.80
3,0,0,60004000,gDSPR,VecGain,2048,30,70111.57,679.16,22648.83,203.11,2074.67, 41.74,  0.00,  0.00,14395.33,129.10
3,0,0,60004000,gDSPR,VecGain,4096,30,139911.50,773.21,45225.71,231.26,4133.23, 47.89,  0.00,  0.00,28765.84,149.92
0,0,0,60004000,gDSPR,VecRead,256,30,4011.90,  0.54,1569.00,  0.00,  1.00,  0.00,774.97,  0.18,  0.00,  0.00
0,0,0,60004000,gDSPR,VecRead,512,30,7849.77,  0.76,3105.00,  0.00,  1.00,  0.00,1542.20,  0.40,  0.00,  0.00
0,0,0,60004000,gDSPR,VecRead,1024,30,15530.00,  0.37,6177.00,  0.00,  1.87,  0.34,3078.03,  0.18,  0.00,  0.00
0,0,0,60004000,gDSPR,VecRead,2048,30,31011.20,454.43,12357.33,135.95, 18.83, 66.59,6153.63, 12.93,  0.00,  0.00
0,0,0,60004000,gDSPR,VecRead,4096,30,61852.13,618.01,24681.67,185.26, 36.13, 89.48,12301.13, 17.71,  0.00,  0.00
1,0,0,60004000,gDSPR,VecRead,256,30,4012.00,  0.00,1569.00,  0.00,  0.00,  0.00,  0.00,  0.00,258.00,  0.00
1,0,0,60004000,gDSPR,VecRead,512,30,7849.80,  0.70,3105.00,  0.00,  0.00,  0.00,  0.00,  0.00,514.00,  0.00
1,0,0,60004000,gDSPR,VecRead,1024,30,15590.57,326.16,6195.23, 98.19,  0.00,  0.00,  0.00,  0.00,1028.57, 13.82
1,0,0,60004000,gDSPR,VecRead,2048,30,31011.40,455.44,12357.40,136.20,  0.00,  0.00,  0.00,  0.00,2055.03, 18.83
1,0,0,60004000,gDSPR,VecRead,4096,30,61852.34,618.71,24681.73,185.43,  0.00,  0.00,  0.00,  0.00,4107.90, 25.24
2,0,0,60004000,gDSPR,VecRead,256,30,4011.57,  0.99,1569.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecRead,512,30,7849.77,  0.76,3105.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecRead,1024,30,15590.53,326.17,6195.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecRead,2048,30,30950.27,327.15,12339.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecRead,4096,30,61852.16,618.19,24681.67,185.26,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecRead,256,30,4012.00,  0.00,1569.00,  0.00,264.00,  0.00,  0.00,  0.00,1795.00,  0.00
3,0,0,60004000,gDSPR,VecRead,512,30,7849.80,  0.75,3105.00,  0.00,520.00,  0.00,  0.00,  0.00,3585.60,  0.80
3,0,0,60004000,gDSPR,VecRead,1024,30,15590.46,325.62,6195.17, 97.83,1035.73, 20.10,  0.00,  0.00,7181.50, 62.30
3,0,0,60004000,gDSPR,VecRead,2048,30,31010.73,453.35,12357.33,135.95,2063.47, 27.94,  0.00,  0.00,14360.20, 85.61
3,0,0,60004000,gDSPR,VecRead,4096,30,61852.30,618.63,24681.67,185.26,4118.97, 38.16,  0.00,  0.00,28719.20,117.30
0,0,0,60004000,gDSPR,VecWrite,256,30,7598.00,  0.00,1822.00,  0.00,  1.00,  0.00,  5.00,  0.00,  0.00,  0.00
0,0,0,60004000,gDSPR,VecWrite,512,30,15082.63,325.04,3632.17, 97.83,  9.67, 46.67,  7.13,  9.27,  0.00,  0.00
0,0,0,60004000,gDSPR,VecWrite,1024,30,29990.87,452.64,7234.33,135.95, 18.53, 65.61,  8.50, 12.83,  0.00,  0.00
0,0,0,60004000,gDSPR,VecWrite,2048,30,59808.20,617.69,14438.73,185.43, 36.27, 89.91, 12.10, 17.52,  0.00,  0.00
0,0,0,60004000,gDSPR,VecWrite,4096,30,119440.20,784.77,28845.03,234.62, 71.80,114.98, 18.87, 22.38,  0.00,  0.00
1,0,0,60004000,gDSPR,VecWrite,256,30,7659.10,329.22,1840.17, 97.83,  0.00,  0.00,  0.00,  0.00,259.40, 12.92
1,0,0,60004000,gDSPR,VecWrite,512,30,15082.80,326.49,3632.17, 97.83,  0.00,  0.00,  0.00,  0.00,515.50, 13.46
1,0,0,60004000,gDSPR,VecWrite,1024,30,29990.83,452.52,7234.33,135.95,  0.00,  0.00,  0.00,  0.00,1029.97, 18.58
1,0,0,60004000,gDSPR,VecWrite,2048,30,59807.37,616.15,14438.67,185.26,  0.00,  0.00,  0.00,  0.00,2058.73, 24.82
1,0,0,60004000,gDSPR,VecWrite,4096,30,119426.80,769.96,28841.03,230.75,  0.00,  0.00,  0.00,  0.00,4115.87, 31.06
2,0,0,60004000,gDSPR,VecWrite,256,30,7658.97,328.32,1840.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWrite,512,30,15022.30,  0.69,3614.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWrite,1024,30,29990.96,452.62,7234.40,136.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWrite,2048,30,59808.00,616.70,14438.73,185.43,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecWrite,4096,30,119425.60,780.29,28840.37,232.28,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecWrite,256,30,7658.60,326.34,1840.17, 97.83,267.73, 20.10,  0.00,  0.00, 13.60, 62.29
3,0,0,60004000,gDSPR,VecWrite,512,30,15082.73,325.95,3632.17, 97.83,523.73, 20.10,  0.00,  0.00, 14.20, 62.57
3,0,0,60004000,gDSPR,VecWrite,1024,30,29991.36,454.92,7234.33,135.95,1039.50, 28.06,  0.00,  0.00, 24.77, 85.86
3,0,0,60004000,gDSPR,VecWrite,2048,30,59808.33,617.93,14438.67,185.26,2070.93, 38.07,  0.00,  0.00, 48.40,117.34
3,0,0,60004000,gDSPR,VecWrite,4096,30,119428.40,772.59,28841.03,230.75,4133.10, 47.73,  0.00,  0.00, 94.37,149.47
0,0,0,60004000,gDSPR,VecPower,256,30,8300.23,339.07,3120.23, 98.19,2057.93, 48.11,3960.80, 68.18,  0.00,  0.00
0,0,0,60004000,gDSPR,VecPower,512,30,16205.27,352.69,6192.17, 97.83,4105.67, 46.67,7769.00,129.23,  0.00,  0.00
0,0,0,60004000,gDSPR,VecPower,1024,30,32333.70,509.58,12354.33,135.95,8210.50, 65.48,15646.83,234.88,  0.00,  0.00
0,0,0,60004000,gDSPR,VecPower,2048,30,64438.23,775.96,24678.67,185.26,16420.03, 89.32,31248.37,567.77,  0.00,  0.00
0,0,0,60004000,gDSPR,VecPower,4096,30,129624.50,1270.43,49328.37,239.28,32840.34,115.61,63422.13,834.18,  0.00,  0.00
1,0,0,60004000,gDSPR,VecPower,256,30,8301.93,331.96,3120.17, 97.83,  0.00,  0.00,  0.00,  0.00,1027.40, 12.92
1,0,0,60004000,gDSPR,VecPower,512,30,16126.63,342.68,6192.17, 97.83,  0.00,  0.00,  0.00,  0.00,2051.47, 13.28
1,0,0,60004000,gDSPR,VecPower,1024,30,32288.74,518.25,12354.33,135.95,  0.00,  0.00,  0.00,  0.00,4102.00, 18.71
1,0,0,60004000,gDSPR,VecPower,2048,30,64426.04,881.82,24678.73,185.43,  0.00,  0.00,  0.00,  0.00,8202.87, 25.16
1,0,0,60004000,gDSPR,VecPower,4096,30,129119.70,1241.29,49326.37,236.33,  0.00,  0.00,  0.00,  0.00,16404.30, 31.54
2,0,0,60004000,gDSPR,VecPower,256,30,8304.87,347.80,3120.23, 98.19,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecPower,512,30,16292.60,320.53,6192.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecPower,1024,30,32277.54,515.01,12354.33,135.95,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecPower,2048,30,64188.43,901.03,24678.67,185.26,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecPower,4096,30,128982.90,1345.78,49322.37,231.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecPower,256,30,8243.10, 63.74,3102.00,  0.00,264.00,  0.00,  0.00,  0.00,3704.43, 64.14
3,0,0,60004000,gDSPR,VecPower,512,30,16185.60,364.51,6192.17, 97.83,523.73, 20.10,  0.00,  0.00,7245.20,136.06
3,0,0,60004000,gDSPR,VecPower,1024,30,32266.37,518.80,12354.40,136.20,1039.47, 27.94,  0.00,  0.00,14572.47,238.11
3,0,0,60004000,gDSPR,VecPower,2048,30,64281.29,872.98,24678.73,185.43,2070.93, 38.07,  0.00,  0.00,29080.80,524.21
3,0,0,60004000,gDSPR,VecPower,4096,30,129096.90,1333.64,49326.37,236.33,4133.90, 48.70,  0.00,  0.00,58881.90,992.48
0,0,0,60004000,gDSPR,VecSqrt,256,30,17110.16,388.90,3537.20, 98.15,537.70, 60.82,543.27,  9.25,  0.00,  0.00
0,0,0,60004000,gDSPR,VecSqrt,512,30,33983.90,544.56,7024.23, 98.74,1064.40, 88.25,1080.03,  9.48,  0.00,  0.00
0,0,0,60004000,gDSPR,VecSqrt,1024,30,68103.57,1092.98,14103.00,206.07,2167.87,183.79,2173.53, 19.00,  0.00,  0.00
0,0,0,60004000,gDSPR,VecSqrt,2048,30,136129.50,1880.72,28182.53,242.26,4338.33,328.90,4343.43, 21.68,  0.00,  0.00
0,0,0,60004000,gDSPR,VecSqrt,4096,30,271600.20,3935.82,56170.51,208.79,8594.20,563.85,8672.47, 20.95,  0.00,  0.00
1,0,0,60004000,gDSPR,VecSqrt,256,30,17110.03,389.78,3537.20, 98.15,  0.00,  0.00,  0.00,  0.00,455.40, 13.83
1,0,0,60004000,gDSPR,VecSqrt,512,30,33983.60,545.36,7024.23, 98.74,  0.00,  0.00,  0.00,  0.00,908.43, 16.70
1,0,0,60004000,gDSPR,VecSqrt,1024,30,68106.45,1078.72,14103.00,206.07,  0.00,  0.00,  0.00,  0.00,1826.03, 32.91
1,0,0,60004000,gDSPR,VecSqrt,2048,30,136137.20,1867.77,28179.20,239.17,  0.00,  0.00,  0.00,  0.00,3648.57, 49.40
1,0,0,60004000,gDSPR,VecSqrt,4096,30,271459.20,3949.55,56169.84,207.90,  0.00,  0.00,  0.00,  0.00,7276.00, 98.87
2,0,0,60004000,gDSPR,VecSqrt,256,30,17110.77,389.10,3537.20, 98.15,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecSqrt,512,30,33980.96,540.10,7024.23, 98.74,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecSqrt,1024,30,68094.00,1083.05,14102.93,205.92,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecSqrt,2048,30,136133.00,1878.12,28177.86,240.08,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecSqrt,4096,30,271471.60,3948.71,56169.10,206.93,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecSqrt,256,30,17109.60,387.54,3537.20, 98.15,829.60, 28.44,  0.00,  0.00,1016.73, 61.18
3,0,0,60004000,gDSPR,VecSqrt,512,30,33983.60,543.27,7024.30, 99.10,1647.47, 45.62,  0.00,  0.00,2018.43, 61.87
3,0,0,60004000,gDSPR,VecSqrt,1024,30,68086.44,1085.91,14103.00,206.07,3304.30, 90.68,  0.00,  0.00,4064.43,130.11
3,0,0,60004000,gDSPR,VecSqrt,2048,30,136140.20,1877.51,28180.53,240.25,6601.63,170.10,  0.00,  0.00,8135.77,154.28
3,0,0,60004000,gDSPR,VecSqrt,4096,30,271449.30,3951.82,56170.51,208.79,13162.37,356.91,  0.00,  0.00,16120.33,186.28
0,0,0,60004000,gDSPR,VecDivide,256,30,1062.97,  0.18,926.00,  0.00,  1.00,  0.00,263.00,  0.00,  0.00,  0.00
0,0,0,60004000,gDSPR,VecDivide,512,30,1958.23,  0.50,1822.00,  0.00,  1.00,  0.00,518.23,  0.42,  0.00,  0.00
0,0,0,60004000,gDSPR,VecDivide,1024,30,3749.37,  0.55,3614.00,  0.00,  1.00,  0.00,1030.00,  0.00,  0.00,  0.00
0,0,0,60004000,gDSPR,VecDivide,2048,30,7333.30,  0.46,7198.00,  0.00,  1.00,  0.00,2054.00,  0.00,  0.00,  0.00
0,0,0,60004000,gDSPR,VecDivide,4096,30,14562.57,326.16,14384.17, 97.83,  9.87, 47.75,4103.70,  9.15,  0.00,  0.00
1,0,0,60004000,gDSPR,VecDivide,256,30,1062.87,  0.43,926.00,  0.00,  0.00,  0.00,  0.00,  0.00,258.00,  0.00
1,0,0,60004000,gDSPR,VecDivide,512,30,1958.23,  0.50,1822.00,  0.00,  0.00,  0.00,  0.00,  0.00,514.00,  0.00
1,0,0,60004000,gDSPR,VecDivide,1024,30,3749.37,  0.48,3614.00,  0.00,  0.00,  0.00,  0.00,  0.00,1026.00,  0.00
1,0,0,60004000,gDSPR,VecDivide,2048,30,7333.33,  0.47,7198.00,  0.00,  0.00,  0.00,  0.00,  0.00,2050.00,  0.00
1,0,0,60004000,gDSPR,VecDivide,4096,30,14562.73,327.06,14384.17, 97.83,  0.00,  0.00,  0.00,  0.00,4100.53, 13.64
2,0,0,60004000,gDSPR,VecDivide,256,30,1062.97,  0.18,926.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecDivide,512,30,1958.17,  0.52,1822.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecDivide,1024,30,3749.33,  0.47,3614.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecDivide,2048,30,7333.33,  0.47,7198.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,60004000,gDSPR,VecDivide,4096,30,14562.67,326.89,14384.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,60004000,gDSPR,VecDivide,256,30,1062.97,  0.18,926.00,  0.00,136.00,  0.00,  0.00,  0.00,  2.97,  0.18
3,0,0,60004000,gDSPR,VecDivide,512,30,1958.23,  0.50,1822.00,  0.00,264.00,  0.00,  0.00,  0.00,  1.70,  0.86
3,0,0,60004000,gDSPR,VecDivide,1024,30,3749.33,  0.47,3614.00,  0.00,520.00,  0.00,  0.00,  0.00,  1.33,  0.94
3,0,0,60004000,gDSPR,VecDivide,2048,30,7333.33,  0.47,7198.00,  0.00,1032.00,  0.00,  0.00,  0.00,  1.33,  0.65
3,0,0,60004000,gDSPR,VecDivide,4096,30,14562.67,326.70,14384.23, 98.19,2059.73, 20.10,  0.00,  0.00, 12.70, 61.52
0,0,0,90000000,lDLMU,VecSum,256,30,2524.10,  1.04,2081.00,  0.00,257.20,  0.40,824.90,  0.94,  0.00,  0.00
0,0,0,90000000,lDLMU,VecSum,512,30,4878.73,  0.51,4129.00,  0.00,513.00,  0.00,1643.70,  0.46,  0.00,  0.00
0,0,0,90000000,lDLMU,VecSum,1024,30,9589.63,  0.75,8225.00,  0.00,1025.00,  0.00,3282.63,  0.75,  0.00,  0.00
0,0,0,90000000,lDLMU,VecSum,2048,30,19071.33,326.58,16435.17, 97.83,2057.87, 47.01,6560.93,  8.98,  0.00,  0.00
0,0,0,90000000,lDLMU,VecSum,4096,30,38033.63,546.01,32855.50,163.50,4123.30, 78.79,13117.83, 15.98,  0.00,  0.00
1,0,0,90000000,lDLMU,VecSum,256,30,2523.20,  1.17,2081.00,  0.00,  0.00,  0.00,  0.00,  0.00,770.00,  0.00
1,0,0,90000000,lDLMU,VecSum,512,30,4880.00,  0.82,4129.00,  0.00,  0.00,  0.00,  0.00,  0.00,1538.00,  0.00
1,0,0,90000000,lDLMU,VecSum,1024,30,9589.40,  0.66,8225.00,  0.00,  0.00,  0.00,  0.00,  0.00,3074.00,  0.00
1,0,0,90000000,lDLMU,VecSum,2048,30,19071.27,326.03,16435.17, 97.83,  0.00,  0.00,  0.00,  0.00,6148.50, 13.46
1,0,0,90000000,lDLMU,VecSum,4096,30,38033.50,544.39,32855.50,163.50,  0.00,  0.00,  0.00,  0.00,12297.43, 22.30
2,0,0,90000000,lDLMU,VecSum,256,30,2524.13,  0.92,2081.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,90000000,lDLMU,VecSum,512,30,4879.23,  0.76,4129.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,90000000,lDLMU,VecSum,1024,30,9589.73,  0.63,8225.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,90000000,lDLMU,VecSum,2048,30,19071.50,326.36,16435.17, 97.83,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2,0,0,90000000,lDLMU,VecSum,4096,30,38033.70,546.77,32855.57,163.70,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3,0,0,90000000,lDLMU,VecSum,256,30,2523.93,  1.39,2081.00,  0.00,264.00,  0.00,  0.00,  0.00, 51.80,  1.68
3,0,0,90000000,lDLMU,VecSum,512,30,4879.00,  0.00,4129.00,  0.00,520.00,  0.00,  0.00,  0.00,104.00,  0.00
3,0,0,90000000,lDLMU,VecSum,1024,30,9589.53,  0.99,8225.00,  0.00,1032.00,  0.00,  0.00,  0.00,205.87,  1.02
3,0,0,90000000,lDLMU,VecSum,2048,30,19071.00,325.90,16435.17, 97.83,2059.73, 20.10,  0.00,  0.00,421.73, 61.52
3,0,0,90000000,lDLMU,VecSum,4096,30,38033.77,546.52,32855.50,163.50,4115.20, 33.60,  0.00,  0.00,853.70,102.78
0,0,0,90000000,lDLMU,VecMax,256,30,9495.27,  0.44,2573.00,  0.00,536.03,  0.71,950.00,  0.00,  0.00,  0.00
0,0,0,90000000,lDLMU,VecMax,512,30,18888.97,328.50,5131.23, 98.19,1078.20, 47.50,1897.00,  9.11,  0.00,  0.00
0,0,0,90000000,lDLMU,VecMax,1024,30,37649.30,453.20,10233.40,136.20,2155.27, 65.29,3791.63, 12.93,  0.00,  0.00
0,0,0,90000000,lDLMU,VecMax,2048,30,75150.23,677.97,20447.90,203.26,4319.40, 98.39,7576.63, 19.31,  0.00,  0.00
0,0,0,90000000,lDLMU,VecMax,4096,30,149976.20,773.30,40816.71,231.26,8619.13,113.12,15141.33, 21.78,  0.00,  0.00
1,0,0,90000000,lDLMU,VecMax,256,30,9555.97,327.57,2591.17, 97.83,  0.00,  0.00,  0.00,  0.00,319.40, 12.92
1,0,0,90000000,lDLMU,VecMax,512,30,18887.90,326.10,5131.17, 97.83,  0.00,  0.00,  0.00,  0.00,634.47, 13.28
